Simulation	-100	-50	0	50	100	150	200	250	300	350	400	450	500	550	600	650
237	0	0	0	0	0.01	0.02	0.06	0.16	0.29	0.67	0.84	0.95	0.98	0.93	0.94	0.92
238	0	0	0	0	0.01	0.01	0.07	0.18	0.27	0.71	0.82	0.96	0.95	0.94	0.94	0.93
239	0	0	0	0	0.01	0.02	0.04	0.18	0.29	0.71	0.83	0.97	0.97	0.96	0.92	0.91
240	0.02	0	0	0.01	0	0.03	0.05	0.19	0.28	0.65	0.84	0.96	0.96	0.94	0.93	0.92
241	0	0	0	0	0.01	0.03	0.05	0.19	0.27	0.68	0.86	0.92	0.97	0.94	0.92	0.96
242	0	0	0	0.01	0	0.02	0.06	0.15	0.3	0.65	0.86	0.95	0.97	0.95	0.9	0.96
243	0	0	0.01	0	0.01	0.03	0.05	0.18	0.3	0.68	0.8	0.95	0.95	0.97	0.92	0.9
244	0	0	0	0.01	0.02	0.03	0.05	0.18	0.28	0.65	0.86	0.96	0.97	0.94	0.9	0.96
245	0	0	0	0	0	0.04	0.05	0.2	0.27	0.66	0.85	0.97	0.95	0.95	0.94	0.92
246	0	0	0	0.01	0.01	0.02	0.05	0.18	0.28	0.68	0.85	0.93	0.98	0.94	0.93	0.92
247	0	0	0	0	0	0.02	0.07	0.17	0.29	0.72	0.79	0.95	0.97	0.94	0.92	0.97
248	0	0	0	0	0	0.02	0.05	0.18	0.3	0.65	0.84	0.95	0.97	0.95	0.91	0.95
249	0	0	0.01	0	0	0.02	0.05	0.17	0.29	0.69	0.85	0.94	0.96	0.93	0.94	0.94
250	0	0	0.01	0	0.01	0.02	0.05	0.19	0.28	0.67	0.83	0.95	0.97	0.93	0.93	0.88
251	0	0	0.01	0	0.01	0.02	0.05	0.18	0.31	0.66	0.85	0.95	0.95	0.94	0.93	0.95
252	0	0.02	0	0	0.02	0.02	0.04	0.18	0.28	0.71	0.83	0.93	0.96	0.95	0.93	0.93
253	0	0.02	0	0	0.01	0.03	0.06	0.18	0.28	0.68	0.83	0.97	0.98	0.93	0.93	0.91
254	0	0	0	0	0	0.02	0.05	0.19	0.28	0.68	0.81	0.96	0.97	0.91	0.94	0.93
255	0	0	0	0	0	0.02	0.06	0.18	0.29	0.68	0.82	0.95	0.98	0.92	0.93	0.93
256	0	0	0	0	0.01	0.03	0.05	0.17	0.28	0.7	0.84	0.93	0.96	0.95	0.93	0.94
257	0	0	0	0	0	0.02	0.05	0.17	0.3	0.69	0.83	0.96	0.96	0.93	0.95	0.92
258	0	0	0	0	0.01	0.02	0.05	0.16	0.29	0.73	0.84	0.97	0.95	0.96	0.9	0.95
259	0	0	0	0	0.02	0.02	0.05	0.18	0.29	0.72	0.79	0.93	0.97	0.94	0.95	0.92
260	0	0	0	0.01	0.01	0.02	0.05	0.19	0.27	0.68	0.81	0.93	0.98	0.95	0.92	0.93
261	0	0	0.01	0	0.01	0.03	0.06	0.17	0.28	0.65	0.8	0.95	0.97	0.93	0.92	0.99
262	0	0	0	0	0	0.02	0.05	0.18	0.28	0.73	0.82	0.91	0.98	0.95	0.92	0.94
263	0	0.02	0	0	0	0.02	0.07	0.16	0.3	0.71	0.8	0.94	0.97	0.92	0.95	0.92
264	0	0	0	0.01	0.01	0.02	0.06	0.18	0.27	0.7	0.81	0.94	0.98	0.96	0.92	0.91
265	0	0	0	0.01	0.01	0.02	0.05	0.19	0.28	0.66	0.84	0.95	0.96	0.93	0.93	0.93
266	0	0	0.01	0	0.01	0.03	0.05	0.19	0.27	0.66	0.82	0.95	0.95	0.95	0.92	0.93
267	0	0	0	0	0.01	0.02	0.06	0.17	0.32	0.66	0.84	0.94	0.97	0.94	0.95	0.86
268	0	0	0	0	0.01	0.02	0.06	0.16	0.29	0.73	0.82	0.95	0.97	0.93	0.95	0.94
269	0	0	0	0.01	0.01	0.02	0.05	0.16	0.31	0.7	0.83	0.94	0.98	0.97	0.91	0.92
270	0	0	0	0.01	0.01	0.02	0.06	0.18	0.28	0.68	0.83	0.95	0.98	0.93	0.91	0.95
271	0	0.02	0	0	0	0.02	0.05	0.17	0.3	0.68	0.85	0.94	0.98	0.93	0.95	0.93
272	0	0	0	0	0.01	0.02	0.05	0.18	0.28	0.67	0.83	0.95	0.98	0.96	0.91	0.93
273	0	0	0	0.01	0.01	0.02	0.05	0.19	0.28	0.67	0.83	0.95	0.97	0.94	0.91	0.95
274	0	0	0	0.01	0	0.03	0.05	0.18	0.29	0.7	0.82	0.95	0.97	0.96	0.91	0.92
275	0	0	0.01	0	0.01	0.03	0.05	0.17	0.3	0.73	0.79	0.94	0.97	0.94	0.95	0.95
276	0	0	0	0.02	0	0.03	0.05	0.19	0.28	0.67	0.84	0.94	0.96	0.94	0.92	0.97
277	0	0	0	0.01	0	0.02	0.06	0.17	0.31	0.7	0.79	0.93	0.98	0.96	0.91	0.94
278	0	0	0	0	0	0.02	0.06	0.18	0.28	0.65	0.83	0.96	0.96	0.92	0.92	0.93
279	0	0	0	0	0.01	0.02	0.05	0.19	0.29	0.67	0.81	0.95	0.97	0.95	0.92	0.94
280	0	0	0	0.01	0.01	0.03	0.05	0.18	0.27	0.67	0.81	0.96	0.95	0.95	0.95	0.93
281	0	0	0	0	0.01	0.02	0.06	0.18	0.28	0.71	0.82	0.93	0.97	0.95	0.93	0.93
282	0	0	0	0	0.01	0.02	0.05	0.16	0.3	0.69	0.81	0.95	0.97	0.94	0.93	0.91
283	0	0	0	0	0.01	0.01	0.06	0.16	0.31	0.69	0.83	0.95	0.99	0.92	0.94	0.9
284	0	0	0	0	0.01	0.01	0.06	0.17	0.3	0.71	0.79	0.96	0.97	0.92	0.94	0.96
285	0	0	0	0	0.01	0.02	0.06	0.2	0.24	0.69	0.83	0.96	0.98	0.92	0.92	0.96
286	0	0	0	0	0.01	0.02	0.05	0.2	0.27	0.74	0.79	0.92	0.98	0.92	0.94	0.95
287	0	0	0.01	0.01	0.01	0.02	0.05	0.18	0.28	0.66	0.84	0.95	0.96	0.94	0.93	0.92
288	0	0	0	0	0	0.02	0.05	0.17	0.3	0.66	0.87	0.93	0.96	0.95	0.93	0.94
289	0	0	0	0	0.01	0.02	0.05	0.17	0.29	0.67	0.82	0.95	0.98	0.93	0.93	0.93
290	0	0	0	0.01	0.01	0.02	0.06	0.18	0.26	0.69	0.85	0.93	0.98	0.93	0.91	0.95
291	0	0	0.01	0	0	0.03	0.06	0.18	0.28	0.65	0.82	0.96	0.97	0.94	0.94	0.89
292	0	0	0	0.01	0.01	0.02	0.07	0.18	0.28	0.67	0.84	0.96	0.96	0.97	0.91	0.93
293	0.01	0	0	0	0.01	0.03	0.05	0.19	0.27	0.64	0.84	0.98	0.98	0.93	0.91	0.94
294	0	0	0	0.01	0.01	0.02	0.05	0.18	0.29	0.68	0.82	0.96	0.97	0.94	0.92	0.93
295	0	0	0	0	0.01	0.02	0.05	0.18	0.3	0.69	0.82	0.94	0.96	0.95	0.91	0.95
296	0	0	0.01	0.01	0.01	0.01	0.05	0.18	0.31	0.67	0.83	0.96	0.97	0.93	0.92	0.93
297	0	0	0	0.01	0	0.02	0.06	0.18	0.29	0.66	0.81	0.97	0.97	0.95	0.9	0.94
298	0	0	0	0.01	0.01	0.02	0.05	0.17	0.3	0.69	0.83	0.94	0.97	0.94	0.9	0.97
299	0	0	0.01	0.01	0.01	0.03	0.04	0.18	0.27	0.73	0.81	0.93	0.99	0.93	0.95	0.92
300	0	0	0.01	0	0.01	0.02	0.05	0.17	0.31	0.65	0.84	0.94	0.96	0.95	0.93	0.94
301	0	0	0.01	0	0.01	0.02	0.06	0.18	0.28	0.73	0.83	0.94	0.97	0.95	0.91	0.91
302	0	0	0.01	0	0.01	0.02	0.05	0.19	0.28	0.68	0.85	0.96	0.95	0.97	0.91	0.94
303	0	0	0	0	0	0.02	0.05	0.19	0.27	0.7	0.82	0.95	0.95	0.96	0.92	0.96
304	0	0	0	0.01	0	0.02	0.07	0.17	0.28	0.69	0.85	0.94	0.96	0.96	0.91	0.94
305	0	0	0	0.01	0.01	0.02	0.05	0.19	0.25	0.71	0.82	0.96	0.95	0.96	0.92	0.97
306	0	0.02	0	0	0.02	0.01	0.06	0.18	0.3	0.71	0.83	0.94	0.98	0.93	0.91	0.95
307	0	0	0	0.01	0.01	0.02	0.06	0.17	0.29	0.7	0.82	0.96	0.97	0.95	0.91	0.93
308	0	0	0	0.01	0.01	0.02	0.06	0.17	0.3	0.65	0.84	0.95	0.97	0.93	0.94	0.92
309	0	0	0.01	0.01	0.01	0.02	0.06	0.18	0.26	0.67	0.84	0.94	0.98	0.94	0.93	0.94
310	0	0	0	0	0.01	0.02	0.06	0.18	0.29	0.7	0.83	0.96	0.97	0.94	0.91	0.96
311	0	0	0	0.01	0	0.03	0.05	0.19	0.28	0.69	0.83	0.94	0.98	0.94	0.91	0.97
312	0	0	0	0	0.01	0.02	0.05	0.18	0.28	0.7	0.82	0.93	0.98	0.93	0.95	0.91
313	0	0	0	0	0.01	0.03	0.06	0.17	0.28	0.66	0.86	0.95	0.97	0.95	0.91	0.94
314	0.02	0	0	0	0.01	0.02	0.05	0.2	0.25	0.66	0.86	0.95	0.96	0.95	0.91	0.95
315	0	0	0	0	0.01	0.03	0.04	0.17	0.3	0.68	0.85	0.95	0.96	0.95	0.91	0.97
316	0	0	0	0	0	0.03	0.05	0.16	0.29	0.72	0.81	0.93	0.95	0.97	0.93	0.93
317	0	0	0	0.01	0	0.03	0.05	0.17	0.27	0.68	0.84	0.92	0.99	0.95	0.9	0.92
318	0	0.02	0.01	0	0	0.02	0.05	0.17	0.3	0.66	0.81	0.95	0.98	0.92	0.92	0.94
319	0	0	0	0.01	0	0.02	0.05	0.17	0.29	0.72	0.8	0.94	0.96	0.95	0.93	0.93
320	0	0	0	0	0.02	0.03	0.06	0.16	0.28	0.65	0.85	0.95	0.99	0.93	0.93	0.9
321	0	0	0	0	0.01	0.03	0.06	0.17	0.26	0.69	0.83	0.98	0.97	0.94	0.91	0.94
322	0	0	0	0.01	0.01	0.02	0.06	0.18	0.25	0.67	0.87	0.93	0.97	0.96	0.89	0.97
323	0	0	0	0	0.01	0.02	0.05	0.19	0.28	0.68	0.83	0.94	0.96	0.94	0.93	0.88
324	0	0	0	0.01	0	0.02	0.05	0.21	0.28	0.7	0.83	0.95	0.97	0.93	0.95	0.94
325	0	0	0	0	0	0.03	0.05	0.18	0.3	0.69	0.81	0.95	0.98	0.94	0.92	0.93
326	0	0	0	0	0	0.02	0.05	0.18	0.28	0.73	0.79	0.95	0.98	0.92	0.95	0.95
327	0	0	0	0	0	0.02	0.06	0.19	0.29	0.65	0.83	0.95	0.97	0.95	0.92	0.95
328	0	0	0	0	0.01	0.02	0.06	0.16	0.28	0.67	0.85	0.93	0.98	0.96	0.92	0.95
329	0	0	0	0	0.02	0.02	0.05	0.2	0.25	0.66	0.83	0.95	0.96	0.95	0.92	0.92
330	0	0	0	0	0.02	0.02	0.04	0.18	0.29	0.66	0.83	0.96	0.95	0.92	0.95	0.95
331	0	0	0	0.01	0.01	0.03	0.06	0.16	0.27	0.67	0.85	0.93	0.97	0.96	0.93	0.89
332	0	0	0	0	0	0.03	0.05	0.18	0.29	0.67	0.83	0.94	0.96	0.94	0.95	0.92
333	0	0	0	0	0.01	0.03	0.05	0.18	0.26	0.69	0.86	0.93	0.98	0.91	0.94	0.93
334	0	0	0	0.01	0	0.02	0.05	0.18	0.31	0.66	0.84	0.96	0.95	0.94	0.9	0.96
335	0	0	0	0	0.01	0.02	0.05	0.18	0.3	0.68	0.82	0.94	0.96	0.96	0.93	0.92
336	0	0	0	0	0	0.02	0.06	0.2	0.27	0.63	0.83	0.95	0.97	0.92	0.94	0.92
337	0	0.02	0	0	0	0.03	0.05	0.17	0.27	0.72	0.8	0.96	0.97	0.94	0.93	0.94
338	0	0	0	0	0	0.02	0.05	0.16	0.3	0.7	0.78	0.96	0.97	0.94	0.93	0.93
339	0	0	0	0	0	0.03	0.06	0.18	0.29	0.71	0.82	0.92	0.98	0.95	0.92	0.92
340	0	0	0	0.01	0	0.02	0.05	0.19	0.3	0.64	0.86	0.92	0.96	0.95	0.92	0.96
341	0	0.02	0	0.01	0.01	0.02	0.05	0.19	0.27	0.7	0.8	0.95	0.97	0.95	0.9	0.96
342	0	0	0	0	0	0.02	0.07	0.18	0.28	0.71	0.79	0.96	0.98	0.92	0.93	0.96
343	0	0	0	0	0.02	0.02	0.05	0.17	0.28	0.68	0.82	0.95	0.98	0.93	0.95	0.93
344	0	0	0.01	0	0.01	0.02	0.06	0.18	0.28	0.69	0.84	0.95	0.96	0.94	0.92	0.96
345	0	0	0	0.02	0	0.02	0.05	0.17	0.29	0.71	0.84	0.95	0.97	0.96	0.91	0.93
346	0	0	0	0	0.01	0.01	0.06	0.17	0.29	0.68	0.84	0.95	0.96	0.95	0.92	0.92
347	0	0	0	0	0.01	0.03	0.05	0.18	0.28	0.68	0.85	0.96	0.95	0.95	0.94	0.88
348	0	0	0	0.01	0.01	0.02	0.05	0.19	0.28	0.66	0.82	0.96	0.97	0.95	0.93	0.93
349	0	0	0	0	0.02	0.02	0.05	0.19	0.27	0.66	0.83	0.95	0.96	0.94	0.94	0.94
350	0	0	0	0	0.01	0.02	0.05	0.17	0.29	0.69	0.84	0.93	0.97	0.94	0.92	0.97
351	0	0	0	0	0.01	0.02	0.05	0.18	0.3	0.67	0.81	0.93	0.97	0.93	0.93	0.93
352	0	0	0.01	0	0	0.02	0.06	0.19	0.27	0.71	0.83	0.96	0.97	0.95	0.91	0.92
353	0	0	0.01	0	0	0.02	0.06	0.19	0.27	0.66	0.82	0.95	0.96	0.96	0.93	0.91
354	0	0	0	0.01	0.01	0.02	0.05	0.18	0.29	0.67	0.82	0.94	0.98	0.95	0.94	0.93
355	0	0	0.01	0	0.02	0.02	0.05	0.18	0.3	0.65	0.82	0.96	0.95	0.96	0.92	0.95
356	0	0.02	0	0	0	0.02	0.05	0.19	0.26	0.67	0.84	0.95	0.98	0.94	0.93	0.9
357	0	0	0.01	0	0.01	0.02	0.05	0.19	0.29	0.68	0.83	0.92	0.96	0.97	0.91	0.93
358	0	0	0	0.01	0.01	0.03	0.05	0.2	0.26	0.68	0.84	0.93	0.98	0.95	0.92	0.92
359	0	0.02	0	0	0.02	0.03	0.05	0.18	0.27	0.65	0.86	0.96	0.98	0.92	0.92	0.94
360	0	0	0	0	0.01	0.03	0.05	0.18	0.3	0.64	0.85	0.97	0.96	0.94	0.94	0.92
361	0	0	0	0	0.01	0.01	0.06	0.2	0.28	0.66	0.84	0.92	0.98	0.93	0.93	0.94
362	0	0	0	0	0.01	0.02	0.06	0.19	0.29	0.69	0.83	0.92	0.96	0.96	0.93	0.95
363	0	0	0	0	0.01	0.02	0.05	0.17	0.28	0.7	0.85	0.94	0.98	0.95	0.91	0.92
364	0	0	0	0	0.01	0.02	0.06	0.17	0.28	0.68	0.83	0.93	0.98	0.94	0.93	0.92
365	0	0	0	0	0	0.01	0.06	0.17	0.27	0.7	0.81	0.95	0.97	0.92	0.92	0.95
366	0	0	0	0.01	0	0.02	0.05	0.17	0.27	0.67	0.83	0.96	0.97	0.98	0.89	0.94
367	0	0	0	0	0	0.03	0.06	0.18	0.28	0.69	0.82	0.94	0.96	0.94	0.93	0.94
368	0	0	0	0	0.01	0.02	0.05	0.18	0.29	0.67	0.85	0.95	0.97	0.95	0.93	0.89
369	0	0	0	0	0.01	0.02	0.06	0.19	0.28	0.66	0.83	0.96	0.98	0.92	0.94	0.9
370	0	0	0	0.01	0	0.02	0.06	0.18	0.27	0.72	0.84	0.94	0.96	0.96	0.91	0.94
371	0	0	0	0	0.01	0.02	0.05	0.18	0.28	0.65	0.85	0.93	0.98	0.94	0.92	0.91
372	0	0	0	0	0.01	0.02	0.05	0.18	0.28	0.69	0.8	0.96	0.97	0.93	0.94	0.93
373	0	0	0	0	0.01	0.02	0.05	0.18	0.3	0.67	0.82	0.97	0.98	0.95	0.91	0.94
374	0	0	0	0.01	0.01	0.02	0.06	0.18	0.29	0.67	0.81	0.95	0.96	0.97	0.92	0.9
375	0	0	0.01	0	0.01	0.02	0.05	0.18	0.29	0.67	0.84	0.93	0.98	0.93	0.94	0.93
376	0	0	0.01	0	0.01	0.02	0.05	0.19	0.3	0.68	0.81	0.94	0.97	0.96	0.89	0.92
377	0	0	0	0	0.01	0.02	0.05	0.18	0.28	0.66	0.82	0.96	0.98	0.95	0.9	0.97
378	0	0	0	0	0.02	0.02	0.05	0.19	0.29	0.67	0.84	0.94	0.96	0.95	0.94	0.93
379	0	0	0	0	0.01	0.03	0.05	0.18	0.3	0.65	0.82	0.94	0.97	0.96	0.91	0.91
380	0	0	0	0	0	0.02	0.05	0.18	0.3	0.7	0.85	0.95	0.97	0.96	0.92	0.94
381	0	0	0	0	0.01	0.01	0.06	0.17	0.32	0.67	0.81	0.94	0.97	0.95	0.94	0.96
382	0	0	0	0.01	0	0.03	0.06	0.19	0.25	0.7	0.83	0.95	0.96	0.96	0.92	0.94
383	0	0	0.01	0	0.01	0.02	0.06	0.18	0.28	0.65	0.83	0.94	0.96	0.95	0.9	0.93
384	0.02	0	0	0.01	0.01	0.02	0.06	0.19	0.28	0.7	0.82	0.95	0.96	0.94	0.94	0.93
385	0	0	0	0	0.01	0.03	0.05	0.19	0.27	0.66	0.83	0.96	0.96	0.93	0.96	0.93
386	0	0	0.01	0	0	0.02	0.06	0.18	0.26	0.68	0.84	0.96	0.98	0.93	0.95	0.91
387	0	0	0	0	0	0.03	0.05	0.17	0.29	0.64	0.83	0.93	0.97	0.93	0.92	0.95
388	0	0	0.01	0.01	0	0.03	0.04	0.19	0.29	0.72	0.83	0.95	0.97	0.93	0.91	0.96
389	0	0	0.01	0.01	0	0.02	0.05	0.17	0.31	0.71	0.81	0.95	0.97	0.94	0.9	0.93
390	0	0	0	0.01	0	0.02	0.06	0.18	0.28	0.67	0.8	0.96	0.96	0.97	0.93	0.9
391	0	0	0	0	0.02	0.02	0.04	0.17	0.31	0.65	0.88	0.94	0.97	0.93	0.92	0.96
392	0	0	0	0	0	0.03	0.05	0.18	0.27	0.68	0.8	0.96	0.95	0.97	0.92	0.94
393	0	0	0	0.01	0	0.03	0.05	0.17	0.3	0.71	0.82	0.95	0.96	0.94	0.94	0.92
394	0	0	0.01	0	0.01	0.02	0.06	0.19	0.27	0.65	0.83	0.95	0.98	0.96	0.89	0.93
395	0	0	0.01	0	0.01	0.02	0.07	0.18	0.28	0.67	0.83	0.95	0.98	0.92	0.91	0.97
396	0	0	0.01	0.01	0	0.03	0.05	0.18	0.3	0.66	0.8	0.95	0.97	0.92	0.94	0.94
397	0	0	0	0	0	0.02	0.07	0.16	0.3	0.68	0.85	0.94	0.99	0.94	0.91	0.92
398	0	0	0	0	0.01	0.03	0.04	0.19	0.28	0.66	0.88	0.93	0.97	0.94	0.92	0.99
399	0	0	0	0	0	0.03	0.06	0.16	0.3	0.68	0.82	0.93	0.97	0.96	0.9	0.94
400	0	0	0	0	0.01	0.03	0.05	0.18	0.27	0.68	0.85	0.95	0.96	0.93	0.94	0.93
401	0.02	0	0	0	0	0.03	0.05	0.17	0.27	0.71	0.84	0.93	0.97	0.93	0.95	0.96
402	0	0	0	0	0	0.03	0.04	0.18	0.29	0.66	0.85	0.94	0.97	0.96	0.9	0.96
403	0	0	0	0.01	0.01	0.02	0.06	0.16	0.31	0.71	0.8	0.94	0.97	0.93	0.94	0.9
404	0.02	0	0	0	0.01	0.02	0.05	0.23	0.23	0.64	0.84	0.94	0.97	0.92	0.95	0.91
405	0	0	0.01	0.01	0.01	0.02	0.05	0.18	0.29	0.67	0.82	0.94	0.97	0.95	0.91	0.94
406	0	0	0	0	0	0.02	0.05	0.18	0.31	0.69	0.81	0.95	0.96	0.96	0.93	0.89
407	0	0	0	0.01	0.01	0.02	0.05	0.18	0.3	0.68	0.8	0.95	0.96	0.94	0.94	0.94
408	0	0.02	0	0.01	0.01	0.02	0.04	0.2	0.27	0.67	0.84	0.93	0.96	0.97	0.92	0.91
409	0	0	0	0	0.01	0.03	0.05	0.18	0.28	0.67	0.83	0.94	0.96	0.96	0.92	0.95
410	0	0	0.01	0.01	0	0.02	0.06	0.18	0.27	0.7	0.81	0.93	0.98	0.94	0.94	0.89
411	0	0	0	0	0.01	0.02	0.05	0.19	0.26	0.72	0.79	0.96	0.96	0.94	0.93	0.96
412	0	0	0.01	0	0.01	0.03	0.05	0.18	0.27	0.7	0.82	0.94	0.97	0.93	0.93	0.94
413	0	0	0	0.01	0.01	0.02	0.05	0.19	0.29	0.66	0.83	0.96	0.99	0.94	0.93	0.9
414	0	0	0.01	0	0	0.02	0.05	0.18	0.27	0.67	0.81	0.97	0.96	0.95	0.92	0.95
415	0	0	0	0	0.01	0.02	0.06	0.16	0.31	0.66	0.81	0.94	0.97	0.96	0.93	0.93
416	0	0	0	0	0	0.02	0.06	0.18	0.26	0.69	0.82	0.96	0.96	0.93	0.92	0.98
417	0	0	0	0.01	0	0.02	0.06	0.19	0.28	0.71	0.86	0.93	0.98	0.94	0.93	0.95
418	0	0	0.01	0.01	0	0.03	0.05	0.18	0.28	0.63	0.87	0.94	0.97	0.96	0.92	0.93
419	0	0	0	0	0	0.03	0.05	0.17	0.29	0.65	0.84	0.94	0.97	0.97	0.89	0.95
420	0	0	0	0.01	0.02	0.01	0.06	0.18	0.29	0.66	0.84	0.96	0.98	0.9	0.95	0.92
421	0	0	0	0.01	0.01	0.03	0.04	0.17	0.29	0.68	0.81	0.95	0.98	0.95	0.91	0.93
422	0	0	0	0	0.02	0.01	0.05	0.19	0.29	0.64	0.84	0.97	0.95	0.94	0.91	0.96
423	0	0	0	0	0.01	0.02	0.05	0.19	0.27	0.63	0.85	0.94	0.95	0.95	0.92	0.96
424	0	0	0	0	0.02	0.03	0.05	0.17	0.27	0.72	0.8	0.94	0.97	0.96	0.94	0.9
425	0	0	0	0	0.01	0.03	0.05	0.16	0.3	0.68	0.84	0.94	0.98	0.93	0.94	0.91
426	0	0	0	0	0.02	0.03	0.05	0.18	0.28	0.71	0.8	0.95	0.96	0.95	0.92	0.97
427	0	0	0	0	0.01	0.03	0.05	0.19	0.3	0.66	0.84	0.95	0.94	0.95	0.94	0.94
428	0	0	0	0	0.02	0.03	0.05	0.18	0.27	0.68	0.79	0.94	0.97	0.95	0.93	0.89
429	0	0	0	0	0.01	0.03	0.05	0.17	0.31	0.67	0.82	0.94	0.97	0.93	0.94	0.95
430	0	0	0	0	0.01	0.03	0.04	0.18	0.27	0.7	0.81	0.95	0.97	0.96	0.9	0.96
431	0	0	0	0.01	0	0.02	0.06	0.17	0.29	0.68	0.84	0.93	0.96	0.91	0.93	0.97
432	0	0	0	0.01	0.01	0.03	0.05	0.19	0.29	0.6	0.84	0.95	0.95	0.93	0.95	0.92
433	0	0	0	0.01	0	0.02	0.06	0.16	0.29	0.71	0.81	0.94	0.96	0.97	0.93	0.92
434	0	0	0	0.01	0	0.03	0.05	0.2	0.24	0.68	0.8	0.96	0.96	0.95	0.94	0.92
435	0.01	0	0	0	0.01	0.02	0.04	0.2	0.26	0.69	0.83	0.97	0.98	0.92	0.93	0.91
436	0	0	0.01	0	0.01	0.02	0.06	0.17	0.29	0.67	0.83	0.96	0.96	0.92	0.92	0.95
437	0	0	0	0	0.01	0.02	0.06	0.19	0.29	0.64	0.81	0.96	0.98	0.94	0.93	0.9
438	0	0	0	0	0.01	0.02	0.05	0.17	0.3	0.68	0.81	0.93	0.97	0.95	0.94	0.93
439	0	0	0.01	0	0	0.02	0.05	0.18	0.3	0.65	0.83	0.96	0.99	0.94	0.91	0.91
440	0	0	0	0	0.01	0.02	0.05	0.18	0.28	0.7	0.8	0.95	0.98	0.91	0.93	0.95
441	0	0	0	0	0.01	0.02	0.05	0.17	0.3	0.7	0.84	0.95	0.98	0.92	0.92	0.94
442	0	0	0	0	0.01	0.02	0.05	0.17	0.29	0.67	0.85	0.95	0.95	0.95	0.93	0.93
443	0.01	0	0	0	0.01	0.02	0.05	0.19	0.29	0.65	0.85	0.96	0.98	0.94	0.93	0.93
444	0	0	0	0.01	0.02	0.02	0.05	0.17	0.29	0.68	0.86	0.94	0.97	0.93	0.92	0.92
445	0	0.03	0	0	0.01	0.03	0.04	0.2	0.26	0.68	0.83	0.93	0.98	0.96	0.92	0.92
446	0	0	0	0.01	0	0.02	0.05	0.19	0.26	0.71	0.81	0.96	0.95	0.92	0.93	0.97
447	0	0	0	0	0	0.02	0.05	0.19	0.27	0.68	0.84	0.95	0.97	0.98	0.9	0.94
448	0	0.02	0	0	0	0.04	0.04	0.17	0.29	0.66	0.85	0.95	0.96	0.95	0.92	0.93
449	0	0	0	0	0.01	0.02	0.06	0.17	0.26	0.68	0.85	0.93	0.97	0.95	0.91	0.94
450	0.02	0	0	0	0.01	0.02	0.06	0.18	0.29	0.68	0.86	0.95	0.96	0.93	0.92	0.94
451	0	0	0.01	0	0.01	0.02	0.05	0.18	0.28	0.7	0.82	0.93	0.98	0.93	0.93	0.94
452	0	0	0	0	0	0.02	0.06	0.16	0.29	0.71	0.83	0.94	0.97	0.92	0.95	0.95
453	0	0	0	0.01	0.01	0.02	0.05	0.19	0.3	0.64	0.87	0.95	0.97	0.94	0.92	0.96
454	0	0	0	0.01	0.01	0.02	0.06	0.19	0.29	0.69	0.82	0.96	0.95	0.95	0.92	0.94
455	0	0	0	0	0	0.03	0.05	0.18	0.28	0.67	0.81	0.94	0.96	0.97	0.92	0.91
456	0	0	0	0.01	0	0.02	0.04	0.19	0.32	0.65	0.83	0.96	0.97	0.94	0.95	0.9
457	0	0	0	0.01	0	0.02	0.06	0.18	0.27	0.64	0.86	0.96	0.97	0.95	0.91	0.94
458	0	0	0	0	0.01	0.03	0.05	0.18	0.3	0.69	0.8	0.93	0.98	0.94	0.92	0.95
459	0	0.02	0.01	0	0.01	0.03	0.05	0.18	0.31	0.67	0.81	0.94	0.97	0.95	0.94	0.91
460	0	0	0.01	0	0	0.02	0.05	0.18	0.28	0.64	0.85	0.95	0.95	0.92	0.94	0.93
461	0	0.02	0	0.01	0	0.02	0.05	0.18	0.28	0.68	0.85	0.96	0.96	0.95	0.9	0.96
462	0	0	0.01	0.01	0	0.01	0.07	0.18	0.27	0.63	0.85	0.96	0.97	0.94	0.92	0.93
463	0	0	0	0	0.01	0.02	0.06	0.17	0.29	0.68	0.83	0.96	0.96	0.96	0.92	0.9
464	0	0	0	0	0.01	0.02	0.06	0.18	0.29	0.7	0.84	0.93	0.97	0.94	0.92	0.96
465	0	0	0	0.01	0	0.03	0.06	0.18	0.28	0.7	0.83	0.94	0.96	0.96	0.91	0.96
466	0	0	0	0.01	0.02	0.02	0.05	0.17	0.3	0.64	0.84	0.98	0.96	0.95	0.93	0.93
467	0	0	0	0	0	0.03	0.06	0.18	0.27	0.67	0.86	0.92	0.97	0.95	0.93	0.94
468	0	0	0.01	0.01	0	0.02	0.06	0.17	0.29	0.69	0.83	0.94	0.97	0.96	0.91	0.94
469	0	0	0.01	0	0.01	0.02	0.05	0.18	0.27	0.7	0.81	0.97	0.97	0.95	0.9	0.95
470	0	0	0	0	0.01	0.02	0.04	0.18	0.3	0.69	0.84	0.96	0.96	0.94	0.94	0.96
471	0	0	0	0	0.01	0.02	0.06	0.19	0.27	0.67	0.81	0.96	0.95	0.96	0.92	0.93
472	0	0	0	0	0.01	0.02	0.06	0.18	0.26	0.68	0.82	0.95	0.95	0.94	0.92	0.98
473	0	0	0	0	0.02	0.01	0.06	0.18	0.28	0.64	0.86	0.95	0.96	0.95	0.91	0.95
474	0	0	0	0.01	0	0.02	0.06	0.17	0.3	0.7	0.8	0.94	0.98	0.97	0.92	0.91
